brand,canonicalProductName,kzStatus,evidenceUrl,lastChecked,notes
Interdent,Лак Interfilm для изоляции воск-гипс и воск-металл,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/modeling/auxiliary-tools-for-modeling/item-73,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Лак дистанционный,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/modeling/auxiliary-tools-for-modeling/item-74,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Растворитель для дистанционного лака,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/modeling/auxiliary-tools-for-modeling/item-75,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Воск корректирующий,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-76,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Воск цервикальный,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-77,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Воски моделировочные,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-78,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Воск универсальный,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-79,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,"Воск выблокировочный ""Block Out""",KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-80,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,"Воск для базисных протезов, в пластинах",KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-81,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,"Воск моделировочный, в пластинах",KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-82,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Воск подкладочный,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-83,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,"Воск клейкий, в палочках",KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-84,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Восковые пластины рифленые,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-85,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Восковые полуфабрикаты,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-86,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Восковые ретенции,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-87,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Gelodouble масса для дублирования,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/dublirovanie/item-88,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Силикон Interduplicast A+B,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/dublirovanie/item-89,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Спрей Modelhart отвердитель для бюгельного литья,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/dublirovanie/item-90,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Паковочная масса Interfine K+B Speed,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/pakovka/item-91,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Паковочная масса Intervest K+B Speed,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/pakovka/item-92,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Паковочная масса Modelcast S,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/pakovka/item-93,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Паковочная масса Modelcast,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/pakovka/item-94,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Expasol - жидкость для паковочных масс,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/pakovka/item-95,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Муфельные кольца,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/casting-accessories/item-96,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Маркер Novy,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/casting-accessories/item-97,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Сплав I-BOND 02 никель-хромовый для металлокерамики,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/alloys/item-100,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Сплав I-BOND NF кобальто-хромовый для металлокерамики,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/alloys/item-101,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Сплав I-MG кобальто-хромовый для бюгелей,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/alloys/item-102,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Керамические тигли,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/casting-accessories/item-103,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Электролит MG жидкость для электрополировки,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dublirovanie/casting-accessories/item-105,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Сеточка для укрепления пластмассы,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/plastic/accessories/item-106,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Проволока для кламмеров,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/plastic/accessories/item-107,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Interacryl Hot - пластмасса,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/plastic/plastic/item-108,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Interacryl Cast - пластмасса,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/plastic/plastic/item-109,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Силиконовая масса INTERLABOSIL,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/silikon/item-110,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Восковые пластины для индивидуальных ложек LC Intertray,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/plastic/plastic/item-111,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,"Диски сепарационные, шлифовальные",KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/rotary-tools/item-112,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Порошок зуботехнический корундовый Interalox,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/sandblasting/item-113,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Стеклянные перлы Interdent,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/sandblasting/item-114,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Пемза Interdent,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/sandblasting/item-115,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Паста полировочная для сплавов,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/polish/item-116,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Универсальная полировочная паста,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/polish/item-117,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Паста полировочная Unilesk для пластмассы,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/polish/item-118,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Фильцы для полирования,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/polish/item-119,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Полировочные щетки для полировочного мотора,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/polish/item-120,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Полировочные щётки,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/polish/item-121,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Наждачная лента,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/processing-sandblasting/polish/item-122,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Кисточки для нанесения керамики,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/accessories-for-working-with-ceramics/item-123,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Артикуляционная бумага Interdent 80 мкм,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/materials-for-clinical-dentistry/item-124,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Восковая проволока на катушке,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-125,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Восковые профили,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/wax/item-126,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Спрей Interwaxit для обезжиривания восковых конструкций,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/modeling/auxiliary-tools-for-modeling/item-127,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Окклюзионный спрей Interdent,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/modeling/auxiliary-tools-for-modeling/item-128,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
