externalId,name,brand,manufacturer,unit,description,category,variantLabel,imageUrl,sourceUrls,supplierKeys,sourceCount,priceMinor,currency,quantityOnHand,warehouse,leadTimeDays,dataPolicy
"ucg-51c7c1f5d61d437e","Термозащитный крем для волос NEWSHA CLASSIC Blowout Cream 50 мл","NEWSHA","","","Термозащитный крем для волос NEWSHA CLASSIC Blowout Cream 50 мл - Инновационная формула крема защищает волосы от чрезмерного перегревания, успокаивает и разглаживает структуру волос, а также предотвращает появление неприятных завивающихся волос. Сокращает время сушки феном. Содержит масло натурального фундука, которое противодействует завиванию и является секретом красоты гладких и блестящих волос.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/897/430_558_1/xfeloeppe2ccbijkls52aphfvbo51a56.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/termozashchitnye_sredstva/termozashchitnyy_krem_dlya_volos_newsha_classic_blowout_cream_50_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-c153aa08b3849a6f","Тонирующая маска «Ослипительно красный» NEWSHA color masque Radiant Red 150 мл","NEWSHA","","","Тонирующая маска «Ослипительно красный» NEWSHA color masque Radiant Red 150 мл - Обогащенная фирменным ухаживающим комплексом, маска интенсивно питает, ухаживает и укрепляет структуру волос. Кератин в ее составе укрепляет волосы изнутри и защищает их поверхность. Пантенол интенсивно увлажняет волосы и придает им неповторимую эластичность. Протеины пшеницы обволакивают волосы, создавая вокруг них защитный слой, придавая локонам эластичность и силу. Соевый протеин укрепляет структуру волос, делая волосы сильными и здоровыми. Аминокислоты пшеницы действуют как дополнительная порция защиты и ухода и идеально дополняют комплекс Newsha Care. Яркое сияние. Ослепительный блеск. Долговременное сияние цвета. Интенсивная терапия. Натуральные ингредиенты высокого качества. Newsha Care - эффективный комплекс для ухода за локонами. Высококачественные натуральные ингредиенты и чистые цветные пигменты работают вместе и образуют эффективный комплекс. Он придает волосам шелковистый блеск с максимальной интенсивностью цвета. Совет: цветные пигменты держатся от 4 до 10 моек. Результат окрашивания зависит от текущего цвета и состояния волос: с химически обработанными или пористыми волосами результат обычно более интенсивный.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/7cf/430_558_1/787p6ea1qsx97j9626iuzcukn4lfq18v.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/toniruyushchie_professionalnye_maski/toniruyushchaya_maska_oslipitelno_krasnyy_newsha_color_masque_radiant_red_150_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-2f01e301f56d462f","Тонирующая маска «Бархатная ваниль» NEWSHA color masque Velvet Vanilla 150 мл","NEWSHA","","","Тонирующая маска «Бархатная ваниль» NEWSHA color masque Velvet Vanilla 150 мл - Тонирующая маска Newsha – прекрасный способ освежить цвет волос или добавить оригинальный нюанс привычному тону. Она не причиняет такого вреда, как стандартное окрашивание, напротив, маска от бренда Newsha оказывает питающее и укрепляющее действие. Ее пигменты держатся в структуре волоса до 4-10 смываний, позволяя делать более длинный интервал между основными окрашиваниями. Данная маска, как и вся продукция бренда, cruelty-free – при лабораторных исследованиях она не тестируется на животных. В состав Newsha Color Masque включен запатентованный ухаживающий комплекс Care3 на основе кератина, который укрепляет структуру волоса изнутри и восстанавливает его внешние защитные функции. Другие активные компоненты маски также помогают заботиться о состоянии волос. Пантенол великолепно смягчает, пшеничный протеин обволакивает невесомой защитной оболочкой и повышает эластичность, соевый протеин укрепляет и наполняет силой. Newsha Color Masque Velvet Vanilla – эксклюзивная оттеночная маска для бережного тонирования волос. Она оптимально подходит для среднего и светлого блонда. Оттенок Velvet Vanilla создает бежевый тон, нейтрализуя желтые оттенки и сохраняя красоту блонда. Производитель обращает ваше внимание на то, что результат тонирования маской напрямую зависит от базового цвета и состояния волос.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/223/430_558_1/q6ok9ji3eo3fge1oest24uv8ekhl9z0n.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/toniruyushchie_professionalnye_maski/toniruyushchaya_maska_barkhatnaya_vanil_newsha_color_masque_velvet_vanilla_150_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-89504cde4afc2925","Тонирующая маска «Алмазный Блеск» NEWSHA color masque Diamond Gloss 150 мл","NEWSHA","","","Тонирующая маска «Алмазный Блеск» NEWSHA color masque Diamond Gloss 150 мл - Подарите своим локонам бриллиантовое сияние с цветной маской для волос от бренда Newsha. Формула продукта основана на Newsha Care Complex, который способствует укреплению структуры прядей. Состав средства обогащен кератином, провитамином В5, протеинами сои и пшеницы. Активные ингредиенты создают насыщенное сияние, интенсивно увлажняют и питают локоны. Нежная консистенция проникает на более глубокие уровни в структуру, образовывает защитный барьер и возвращает естественный блеск волосам. Особенности Newsha Color Masque Diamond Gloss: - подходит для любых оттенков волос; - укрепляет защитные функции; - активизирует регенерационные процессы; - восстанавливает эластичность и упругость; - насыщает влагой и сохраняет ее; - дарит силу и здоровье локонам; - обволакивает волосы, защищая от внешнего воздействия; - поддерживает гидролипидный баланс; - не тестируется на животных; - предупреждает дегидратацию и сухость. Способ применения: Чтобы оптимально подготовить волосы к цветной маске, вымойте их одним из наших популярных шампуней. Равномерно нанесите цветную маску на подсушенные полотенцем волосы и нанесите ее грубозубой расческой по длине и кончикам, чтобы добиться однородного цветового результата. Оставьте на 5-15 минут в зависимости от желаемой интенсивности цвета, затем тщательно смойте. Высушите волосы феном и уложите как обычно - готово.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/830/430_558_1/hn0x5wi5qxqm0hy59y2nabqv8bre9zn0.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/toniruyushchie_professionalnye_maski/toniruyushchaya_maska_almaznyy_blesk_newsha_color_masque_diamond_gloss_150_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-c823bb6d457e6803","Тонирующая маска «Капучино» NEWSHA color masque Soft Cappuccino 150 мл","NEWSHA","","","Тонирующая маска «Капучино» NEWSHA color masque Soft Cappuccino 150 мл - Newsha Color Masque Soft Cappuccino подходит для средних и темно-русых волос. Оттенок придает легкий шоколадный тон с теплым отливом. Обогащенная фирменным ухаживающим комплексом, маска интенсивно питает, ухаживает и укрепляет структуру волос. Кератин в ее составе укрепляет волосы изнутри и защищает их поверхность. Пантенол интенсивно увлажняет волосы и придает им неповторимую эластичность. Протеины пшеницы обволакивают волосы, создавая вокруг них защитный слой, придавая локонам эластичность и силу. Соевый протеин укрепляет структуру волос, делая волосы сильными и здоровыми. Аминокислоты пшеницы действуют как дополнительная порция защиты и ухода и идеально дополняют комплекс Newsha Care. Яркое сияние Ослепительный блеск Долговременное сияние цвета Интенсивная терапия Натуральные ингредиенты высокого качества Newsha Care - эффективный комплекс для ухода за локонами. Высококачественные натуральные ингредиенты и чистые цветные пигменты работают вместе и образуют эффективный комплекс. Он придает волосам шелковистый блеск с максимальной интенсивностью цвета. Способ применения: Чтобы оптимально подготовить волосы к нанесению цветной маски, вымойте их одним из шампуней Newsha. Равномерно нанесите маску на подсушенные полотенцем волосы и тщательно распределите ее по прядям. Оставьте на 5-15 минут в зависимости от желаемой интенсивности цвета, затем тщательно смойте. Высушите волосы феном и уложите как обычно - готово! Совет: цветные пигменты держатся от 4 до 10 моек. Результат окрашивания зависит от текущего цвета и состояния волос: с химически обработанными или пористыми волосами результат обычно более интенсивный.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/df2/430_558_1/fz310yrvc3yp4hkunh7a20id8squsipa.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/toniruyushchie_professionalnye_maski/toniruyushchaya_maska_kapuchino_newsha_color_masque_soft_cappuccino_150_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-67fe127b61253bf0","Тонирующая маска «Чистое серебро» NEWSHA color masque Pure Silver 150 мл","NEWSHA","","","Тонирующая маска «Чистое серебро» NEWSHA color masque Pure Silver 150 мл - Больше не хотите видеть на своих волосах и следа желтизны? Цветная маска Newsha Color обеспечит это на 100%. Она создана на основе цветных пигментов, которые эффективно нейтрализуют желтый оттенок на волосах. Маска рекомендована для обладательниц светлых, светло-русых и средне-русых локонов после окрашивания. Она придает прядям красивый платиновый тон, а еще сохраняет их гладкость, сияние и блеск. Особенности Newsha Color Masque Pure Silver: - запатентованный комплекс для интенсивного питания, укрепления волос и предотвращения желтизны; - кератин в составе делает волосы гладкими и шелковистыми; - пантенол обеспечивает защиту от ломкости и посеченности; - протеины пшеницы уплотняют структуру волос, делая их более сильными; - соевый протеин и аминокислоты пшеницы укрепляют природный защитный барьер; - делает волосы блестящими и мягкими; - продлевает стойкость холодного цвета после окрашивания. Способ применения: Чтобы оптимально подготовить волосы к цветной маске, вымойте их одним из наших популярных шампуней. Равномерно нанесите цветную маску на подсушенные полотенцем волосы и нанесите ее грубозубой расческой по длине и кончикам, чтобы добиться однородного цветового результата. Оставьте на 5-15 минут в зависимости от желаемой интенсивности цвета, затем тщательно смойте. Высушите волосы феном и уложите как обычно - готово.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/15a/430_558_1/q6w2zij6i10wme4fya9p5pjvvr2v1jly.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/toniruyushchie_professionalnye_maski/toniruyushchaya_maska_chistoe_serebro_newsha_color_masque_pure_silver_150_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-7e773e598d5ac9c7","Тонирующая маска «Чистое серебро» NEWSHA color masque Pure Silver 500 мл","NEWSHA","","","Тонирующая маска «Чистое серебро» NEWSHA color masque Pure Silver 500 мл - Больше не хотите видеть на своих волосах и следа желтизны? Цветная маска Newsha Color обеспечит это на 100%. Она создана на основе цветных пигментов, которые эффективно нейтрализуют желтый оттенок на волосах. Маска рекомендована для обладательниц светлых, светло-русых и средне-русых локонов после окрашивания. Она придает прядям красивый платиновый тон, а еще сохраняет их гладкость, сияние и блеск. Особенности Newsha Color Masque Pure Silver: - запатентованный комплекс для интенсивного питания, укрепления волос и предотвращения желтизны; - кератин в составе делает волосы гладкими и шелковистыми; - пантенол обеспечивает защиту от ломкости и посеченности; - протеины пшеницы уплотняют структуру волос, делая их более сильными; - соевый протеин и аминокислоты пшеницы укрепляют природный защитный барьер; - делает волосы блестящими и мягкими; - продлевает стойкость холодного цвета после окрашивания. Способ применения: Чтобы оптимально подготовить волосы к цветной маске, вымойте их одним из наших популярных шампуней. Равномерно нанесите цветную маску на подсушенные полотенцем волосы и нанесите ее грубозубой расческой по длине и кончикам, чтобы добиться однородного цветового результата. Оставьте на 5-15 минут в зависимости от желаемой интенсивности цвета, затем тщательно смойте. Высушите волосы феном и уложите как обычно - готово.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/15a/430_558_1/q6w2zij6i10wme4fya9p5pjvvr2v1jly.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/toniruyushchie_professionalnye_maski/toniruyushchaya_maska_chistoe_serebro_newsha_color_masque_pure_silver_500_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-223753ddccd1fb94","Тонирующая маска «Дымчато - серый» NEWSHA color masque Smokey Grey 150 мл","NEWSHA","","","Тонирующая маска «Дымчато - серый» NEWSHA color masque Smokey Grey 150 мл - Тонирующая маска Newsha – прекрасный способ освежить цвет волос или добавить оригинальный нюанс привычному тону. Она не причиняет такого вреда, как стандартное окрашивание, напротив, маска от бренда Newsha оказывает питающее и укрепляющее действие. Ее пигменты держатся в структуре волоса до 4-10 смываний, позволяя делать более длинный интервал между основными окрашиваниями. Данная маска, как и вся продукция бренда, cruelty-free – при лабораторных исследованиях она не тестируется на животных. В состав Newsha Color Masque включен запатентованный ухаживающий комплекс Care3 на основе кератина, который укрепляет структуру волоса изнутри и восстанавливает его внешние защитные функции. Другие активные компоненты маски также помогают заботиться о состоянии волос. Пантенол великолепно смягчает, пшеничный протеин обволакивает невесомой защитной оболочкой и повышает эластичность, соевый протеин укрепляет и наполняет силой. Newsha Color Masque Smokey Grey – эксклюзивная оттеночная маска для бережного тонирования волос. Она оптимально подходит для среднего и темного блонда. Оттенок Smokey Grey нейтрализует оранжевый тон и придает волосам загадочное дымчатое мерцание. Производитель обращает ваше внимание на то, что результат тонирования маской напрямую зависит от базового цвета и состояния волос. Применение Newsha Color Masque: Распределите по коже головы и всей длине влажных волос необходимое количество шампуня Newsha, вспеньте легкими массажными движениями. Хорошо смойте теплой водой. Аккуратно подсушите волосы полотенцем. Равномерно нанесите окрашивающую маску Newsha по всей длине, от корней до кончиков. Оставьте маску на волосах на 5-15 минут (чем больше время, тем интенсивнее цвет). Тщательно смойте теплой водой. Высушите волосы привычным способом или сделайте укладку.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/87b/430_558_1/u68dwyqe35fanrob29egprvx66wp22ql.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/toniruyushchie_professionalnye_maski/toniruyushchaya_maska_dymchato_seryy_newsha_color_masque_smokey_grey_150_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-8664099667b05e16","Тонирующая маска «Дымчато - серый» NEWSHA color masque Smokey Grey 500 мл","NEWSHA","","","Тонирующая маска «Дымчато - серый» NEWSHA color masque Smokey Grey 500 мл - Newsha Color Masque Smokey Grey подходит для волос от среднего до темно-русого. Маска нейтрализует оранжевый оттенок и создает дымчатое мерцание. Обогащенная фирменным ухаживающим комплексом, маска интенсивно питает, ухаживает и укрепляет структуру волос. Кератин в ее составе укрепляет волосы изнутри и защищает их поверхность. Пантенол интенсивно увлажняет волосы и придает им неповторимую эластичность. Протеины пшеницы обволакивают волосы, создавая вокруг них защитный слой, придавая локонам эластичность и силу. Соевый протеин укрепляет структуру волос, делая волосы сильными и здоровыми. Аминокислоты пшеницы действуют как дополнительная порция защиты и ухода и идеально дополняют комплекс Newsha Care. Яркое сияние Ослепительный блеск Долговременное сияние цвета Интенсивная терапия Натуральные ингредиенты высокого качества Newsha Care - эффективный комплекс для ухода за локонами. Высококачественные натуральные ингредиенты и чистые цветные пигменты работают вместе и образуют эффективный комплекс. Он придает волосам шелковистый блеск с максимальной интенсивностью цвета. Способ применения: Чтобы оптимально подготовить волосы к нанесению цветной маски, вымойте их одним из шампуней Newsha. Равномерно нанесите маску на подсушенные полотенцем волосы и тщательно распределите ее по прядям. Оставьте на 5-15 минут в зависимости от желаемой интенсивности цвета, затем тщательно смойте. Высушите волосы феном и уложите как обычно - готово! Совет: Цветные пигменты держатся от 4 до 10 моек. Результат окрашивания зависит от текущего цвета и состояния волос: с химически обработанными или пористыми волосами результат обычно более интенсивный.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/110/430_558_1/22814z69gex1cgx5ihqkavjbx45cy8rd.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/toniruyushchie_professionalnye_maski/toniruyushchaya_maska_dymchato_seryy_newsha_color_masque_smokey_grey_500_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-3d60df701e869edb","Шампунь для защиты цвета NEWSHA CLASSIC Color Protect Shampoo 250 мл","NEWSHA","","","Шампунь для защиты цвета NEWSHA CLASSIC Color Protect Shampoo 250 мл - Newsha Classic Color Protect Shampoo - это надежный щит, который защищает цвет волос. Его мягкая формула бережно очищает волосы и сохраняет цвет волос ярким и насыщенным. Шампунь оказывает успокаивающее действие на кожу головы и обеспечивает интенсивное увлажнение, особенно вьющимся и сухим волосам, гарантируя им шелковистую мягкость. Защищает цвет от потускнения Имеет мягкую формулу Защищает от ультрафиолета Интенсивно увлажняет Успокаивает раздраженную кожу головы Обеспечивает локонам мягкость и шелковистость Имеет нежную текстуру и низкое пенообразование Содержит экстракт алоэ вера, который известен своими увлажняющими свойствами. Гель алоэ вера успокаивает раздраженную кожу, а также является богатым источником влаги и эластичности. Шампунь Color Protect особенно подходит для вьющихся, выпрямленных или тонких волос благодаря мягким поверхностно-активным веществам растительного происхождения. Способ применения: Мягкими массирующими движениями нанесите небольшое количество шампуня Newsha Color Protect на волосы. Сделайте эмульсию и хорошо вымойте кожу головы и локоны. Затем нанесите кондиционер или средство для ухода за волосами для максимальной защиты.","ukhod_za_volosami","","https://shop-ucg.kz/upload/iblock/705/6cwpc7yzt4q3hgvplgwrrx8762ygyikt.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/shampuni/shampun_dlya_zashchity_tsveta_newsha_classic_color_protect_shampoo_250_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-95ce6738448494e3","Твёрдый шампунь BIOME- FRIENDLY SOLID SHAMPOO, 80 г","PAYOT","","","Твёрдый шампунь BIOME- FRIENDLY SOLID SHAMPOO, 80 г - Твердый шампунь PAYOT Biome-Friendly*, на 86% состоящий из ингредиентов натурального происхождения , который мягко и эффективно очищает волосы. Обогащенный благоприятным для микробиома травяным комплексом (переработанный пачули** и органический шалфей) и экстрактом касторового масла, он укрепляет, оживляет и защищает экосистему волос. Кожа головы обновляется, волосы напитываются, становятся мягкими и эластичными. Вам понравится его щедрая пенящаяся текстура и неотразимый свежий аромат с нотами бергамота и кедра. Без мыла. Не содержит сульфатированных поверхностно-активных веществ. Без силикона. Упаковка из перерабатываемого картона из экологически чистых лесов. *безопасен для микробиома **переработан Растительные ингредиенты: переработанные пачули и органический экстракт шалфея. Конкретный ингредиент: экстракт касторки. Способ применения: Наносите 2–3 раза в неделю на влажные волосы, массируйте до образования обильной пены, затем смойте чистой водой","ukhod_za_volosami","","https://shop-ucg.kz/upload/iblock/f60/8tajj1oab2c1ho1ckj48y1lifu47qg2e.png","https://shop-ucg.kz/catalog/ukhod_za_volosami/shampuni/tvyerdyy_shampun_biome_friendly_solid_shampoo_80_g/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-23d1f1bec1c05cfd","Шампунь SHAMPOING DOUX BIOME-FRIENDLY, 280 мл","PAYOT","","","Шампунь SHAMPOING DOUX BIOME-FRIENDLY, 280 мл - Шампунь Payot Biome-Friendly* Gentle , состоящий на 94% из натуральных ингредиентов, обогащен благоприятным для микробиома травяным комплексом из переработанных пачулей** и органического шалфея. Он мягко очищает волосы и кожу головы, укрепляя, оживляя и защищая экосистему волос. Волосы мягкие и блестящие, с нежным ароматом неотразимых нот бергамота и кедра. Вам понравится его нежная гелевая текстура, которая при нанесении превращается в обильную пену для чувственного массажа кожи головы с помощью PAYOT® HAIR &amp;amp; SCALP Beauty Gym. Не содержит сульфатированных поверхностно-активных веществ Без силикона. Бутылка содержит 100% переработанный и пригодный для вторичной переработки пластик. Нет коробки. *безопасен для микробиома **переработан Растительные ингредиенты : переработанные пачули и органический экстракт шалфея. Конкретный ингредиент: Мицеллы природного происхождения. Способ применения: Наносите 2–3 раза в неделю на влажные волосы, массируйте до образования обильной пены, затем смойте чистой водой.","ukhod_za_volosami","","https://shop-ucg.kz/upload/iblock/eb4/a3w0buhumrzoceje33uzebgrmuvj4n4r.png","https://shop-ucg.kz/catalog/ukhod_za_volosami/shampuni/shampun_shampoing_doux_biome_friendly_280_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-6e26c0a29e920b71","Шампунь для ежедневного ухода NEWSHA CLASSIC Daily Routine Shampoo 1000 мл","NEWSHA","","","Шампунь для ежедневного ухода NEWSHA CLASSIC Daily Routine Shampoo 1000 мл - Благодаря своей уникальной, для кожи головы, формуле шампунь Newsha Classic Daily Routine идеально подходит для ежедневного использования. - Нежно очищает кожу головы и локоны - Идеален для ежедневного использования - Подходит для всех типов волос - Нормализует гидробаланс - Содержит экстракт розмарина, который улучшает кровообращение и успокаивает кожу головы. Оказывает успокаивающее действие на кожу головы и стимулирует кровообращение. Также обеспечивает длительное увлажнение и укрепляет волокна волос. Шампунь Daily Routine подходит для любого типа волос. Идеально сочетается с ежедневным невесомым кондиционером Newsha или непревзойденным несмываемым кондиционером Newsha. Способ применения: Мягкими массирующими движениями нанесите небольшое количество шампуня Newsha Daily Routine на волосы. Сделайте эмульсию и хорошо вымойте кожу головы и локоны. Затем нанесите кондиционер или средство для ухода за волосами для максимальной защиты.","ukhod_za_volosami","","https://shop-ucg.kz/upload/resize_cache/iblock/270/430_558_1/x4q0nmdkswhln4laei2vqt6p1lvnuuc4.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/shampuni/shampun_dlya_ezhednevnogo_ukhoda_newsha_classic_daily_routine_shampoo_1000_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-48f604bc373e2ca9","Шампунь для ежедневного ухода NEWSHA CLASSIC Daily Routine Shampoo 250 мл","NEWSHA","","","Шампунь для ежедневного ухода NEWSHA CLASSIC Daily Routine Shampoo 250 мл - Благодаря своей уникальной для кожи головы формуле шампунь Newsha Classic Daily Routine идеально подходит для ежедневного использования. - Нежно очищает кожу головы и локоны - Идеален для ежедневного использования - Подходит для всех типов волос - Нормализует гидробаланс - Содержит экстракт розмарина, улучшающий кровообращение и успокаивающий кожу головы. Оказывает успокаивающее действие на кожу головы и стимулирует кровообращение. Также обеспечивает продолжительное увлажнение и укрепляет волокна волос. Шампунь Daily Routine подходит для любого типа волос. Идеально сочетается с ежедневным невесомым кондиционером Newsha или непревзойденным несмываемым кондиционером Newsha. Способ применения: Мягкими массирующими движениями нанесите небольшое количество шампуня Newsha Daily Routine на волосы. Сделайте эмульсию и хорошо вымойте кожу головы и локоны. Затем нанесите кондиционер или средство по уходу за волосами для максимальной защиты.","ukhod_za_volosami","","https://shop-ucg.kz/upload/iblock/3d5/8c8xtplftgasickb956caui3or7w3bcl.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/shampuni/shampun_dlya_ezhednevnogo_ukhoda_newsha_classic_daily_routine_shampoo_250_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-109b4a13487027a9","Шампунь для великолепного объема NEWSHA HIGH CLAS Gorgeous Volume Shampoo 1000 мл","NEWSHA","","","Шампунь для великолепного объема NEWSHA HIGH CLAS Gorgeous Volume Shampoo 1000 мл - Шампунь Newsha - это усилитель объема с роскошным эффектом! Он усердно работает каждый раз, когда вы используете его, чтобы придать особенно тонким и мягким волосам дополнительный объем. Кроме того, он увеличивает упругость и эластичность ваших волос, обеспечивая прекрасный внешний вид локонов. Экстрактах фиолетового шафрана в составе шампуня, стимулирует корни волос, заставляя их выпрямляться и увеличивать прикорневой объем всей укладки. Кроме того, волосы приобретают эластичность и упругость благодаря его увлажняющим свойствам. Шампунь для мягкого ухода за очень мягкими волосами Успокаивает структуру волос и предотвращает раздражение кожи головы Идеально подходит для чувствительных волос и кожи головы Способ применения: Мягкими массирующими движениями нанесите небольшое количество шампуня на волосы. Сделайте эмульсию и хорошо вымойте кожу головы и локоны. Затем нанесите спрей High Class Thickening Spray для максимального увеличения объема и фиксации.","ukhod_za_volosami","","https://shop-ucg.kz/upload/iblock/d48/2qa5o9i7zla2prd6yizo4vwdj2gdpgqx.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/shampuni/shampun_dlya_velikolepnogo_obema_newsha_high_clas_gorgeous_volume_shampoo_1000_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-f9e9a25a84788274","Шампунь для глубокого очищения NEWSHA CLASSIC Deep Cleansing Shampoo 1000 мл","NEWSHA","","","Шампунь для глубокого очищения NEWSHA CLASSIC Deep Cleansing Shampoo 1000 мл - Шампунь Newsha Classic Deep Cleansing интенсивно очищает волосы и кожу головы, придавая волосам густоту и увеличивая объем. Прекрасно подготавливает волосы перед укладкой. Также идеально подходит для жирных волос и в качестве ежедневного очищающего шампуня для мужчин. Эффективно удаляет остатки стайлинга и загрязнения, продлевая свежесть кожи и волос. Глубоко очищает волосы и кожу головы Удаляет остатки стайлинга и загрязнения Увеличивает объем Идеален перед укладкой Защищает цвет волос Укрепляет и восстанавливает волосы Содержит натуральный экстракт виноградных косточек, который очищает волосы и кожу головы, удаляет нежелательные остатки укладочных средств и придает свежесть. Шампунь для глубокого очищения имеет сбалансированный уровень pH и безопасен для ежедневного использования. Также подходит для мужчин. Способ применения: Мягкими массирующими движениями нанесите небольшое количество шампуня Newsha Deep Cleansing на волосы. Сделайте эмульсию и хорошо вымойте кожу головы и локоны. Затем нанесите кондиционер или средство для ухода за волосами для максимальной защиты.","ukhod_za_volosami","","https://shop-ucg.kz/upload/iblock/53d/hqjaticdry9sesw60cm9j5hsvrvqtgpp.jpg","https://shop-ucg.kz/catalog/ukhod_za_volosami/shampuni/shampun_dlya_glubokogo_ochishcheniya_newsha_classic_deep_cleansing_shampoo_1000_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-20aa17073d3fcd18","Дезодорант 24 часа ANTI- PERSPIRANT ROLL-ON, 75 мл","PAYOT","","","Дезодорант 24 часа ANTI- PERSPIRANT ROLL-ON, 75 мл - Освежающий антитранспирант Déodorant 24 Heures предотвращает потоотделение на протяжении всего дня. Шариковая система обеспечивает простое и быстрое использование. Микроэлементы: железо + медь очищают и тонизируют. Преимущества: отсутствие в составе спирта, дезодорант предусмотрен для всех типов кожи, однако его не рекомендуется использовать при наличии на коже воспалений и повреждений.","ukhod_dlya_muzhchin","","https://shop-ucg.kz/upload/resize_cache/iblock/cea/430_558_1/ekwwy5tq4hf65sqny5973pmhh3q84xby.png","https://shop-ucg.kz/catalog/ukhod_dlya_muzhchin/dezodorant_/dezodorant_24_chasa_anti_perspirant_roll_on_75_ml/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
"ucg-d52b5a3315a67ef5","Набор PROMO OPTIMALE TRIO: Увлажняющий крем-гель;Гель для душа;Роликовый дезодарант","PAYOT","","","Набор PROMO OPTIMALE TRIO: Увлажняющий крем-гель;Гель для душа;Роликовый дезодарант - 1. Увлажняющий крем-гель против усталости OPTIMALE SOIN QUOTIDIEN 3-1 50 мл; 2. Гель для душа/шампунь для мужчин GEL NETTOYAGE INTEGRAL 200 мл; 3. Мужской роликовый дезодорант 24 часа DEO ROLL-ON ANTI-TRANSPIRANT 24H 75 мл","ukhod_dlya_muzhchin","","https://shop-ucg.kz/upload/resize_cache/iblock/c79/430_558_1/66x4z6pu3d15z21y519hrfagx4n9mg5u.png","https://shop-ucg.kz/catalog/ukhod_dlya_muzhchin/uvlazhnyayushchiy_ukhod_/nabor_promo_optimale_trio_uvlazhnyayushchiy_krem_gel_gel_dlya_dusha_rolikovyy_dezodarant/","","1","","","","","","CANONICAL_ONLY_NO_COMMERCIAL_DATA"
