source,supplierName,sourceUrl,externalId,name,brand,manufacturer,category,unit,currency,price,quantity,catalogOnly,description
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/dental-suction-systems/do-3,ekom-do-3,Система аспирации EKOM DO 3,EKOM,EKOM spol. s r.o.,Системы аспирации,шт,,,,true,Система аспирации DO 3 для подключения к стоматологической установке. Исполнение выбирается в карточке.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/dental-suction-systems/do-21,ekom-do-21,Система аспирации EKOM DO 2.1,EKOM,EKOM spol. s r.o.,Системы аспирации,шт,,,,true,Система аспирации DO 2.1 для подключения к стоматологической установке. Исполнение выбирается в карточке.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/dental-suction-systems/do-m,ekom-do-m,Система аспирации EKOM DO M,EKOM,EKOM spol. s r.o.,Системы аспирации,шт,,,,true,Система аспирации DO M для подключения к стоматологической установке. Исполнение выбирается в карточке.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/3kom-control-system,ekom-3kom-control-system,Система управления компрессорами EKOM 3KOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Система удалённого контроля и управления компрессорными станциями EKOM.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/exhaust-silencers,ekom-exhaust-silencers,Глушители выхлопа EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Глушители для снижения шума при сбросе воздуха из компрессора.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/pressure-regulators,ekom-pressure-regulators,Регуляторы давления EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Регуляторы для настройки рабочего давления в системе сжатого воздуха.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/filtration-units,ekom-filtration-units,Фильтрующие модули EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Фильтрующие модули для подготовки сжатого воздуха стоматологической установки.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/condensing-and-filtration-unit,ekom-condensing-and-filtration-unit,Блок конденсации и фильтрации EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Блок удаления конденсата и фильтрации сжатого воздуха.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/automatic-discharge-of-condensate,ekom-automatic-discharge-of-condensate,Система автоматического слива конденсата EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Система автоматического удаления конденсата из ресивера.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/noise-reduction-cabinets,ekom-noise-reduction-cabinets,Шумопоглощающие шкафы EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Шкафы для снижения шума работающего компрессора.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/adsorption-dryer,ekom-adsorption-dryer,Адсорбционные осушители EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Осушитель для получения сухого сжатого воздуха.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/membrane-dryer,ekom-membrane-dryer,Мембранные осушители EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Мембранный осушитель сжатого воздуха для стоматологических систем.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/amalgam-separator-kit,ekom-amalgam-separator-kit,Комплект сепаратора амальгамы EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Комплект для отделения амальгамы в системе стоматологической аспирации.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/vacuum-valve,ekom-vacuum-valve,Вакуумный клапан EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Клапан управления вакуумом в системе стоматологической аспирации.
ekom-official-kz,EKOM,https://www.ekom.sk/en/products/dentistry/optional-equipment/silencer-with-hepa-filter,ekom-silencer-with-hepa-filter,Глушитель с HEPA-фильтром EKOM,EKOM,EKOM spol. s r.o.,Аксессуары для компрессоров,шт,,,,true,Глушитель с HEPA-фильтром для снижения шума и очистки выходящего воздуха.
