source_slug,supplier_name,source_url,external_id,name,brand,category,unit,currency,price,quantity,is_regulated,notes
"stomir","ТОО СТОМир","https://stomir.kz/catalog/instrumenty_i_akksesuary/170217105831","CKL","Артикулятор","","instrumenty_i_akksesuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/instrumenty_i_akksesuary/181114101732","CKB-220","Окклюдатор","","instrumenty_i_akksesuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/stomatologicheskie_odnorazovye_komplekty/161219090402","CKD","Комплект стоматологический №14","ZT Dental","stomatologicheskie_odnorazovye_komplekty","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/stomatologicheskie_odnorazovye_komplekty/161214031106","CKD","Комплект стоматологический №5","ZT Dental","stomatologicheskie_odnorazovye_komplekty","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/stomatologicheskie_odnorazovye_komplekty/161219092014","СKD","Комплект стоматологический №2","ZT Dental","stomatologicheskie_odnorazovye_komplekty","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/sredstva_zaschity_i_gigieny_odnorazovye_nabory_i_instrumenty/161212041046","1401945","Валики ватные","","sredstva_zaschity_i_gigieny_odnorazovye_nabory_i_instrumenty","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/190617025602","CKD-123","Одноразовый турбинный наконечник","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/161213040549","CKD","Скальпель","BIOLA","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/161219014428","CKD","Шапочка - берет","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/161219043021","CKD","Перчатки нитриловые, неопудренные.","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/161220041121","CKD","Перчатки виниловые. неопудренные","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/181114105628","1401548","Бумага упаковочная в рулонах для стерилизации","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/170228020950","CKD","Бумага упаковочная самоклеющаяся","ЗАО Бинергия","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/181114010830","CKB-226","Ирригационная система","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/181114011312","CKB-227","Кисточки для нанесения адгезива + ручка","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/181130115051","1401751","Наконечники для слюноотсоса","ZT Dental","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/181130121518","CKB-230","Очки защитные","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/181130122225","CKB-232","Очки защитные","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/190617015652","CKM-12","Нагрудник","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/odnorazovaya_produkciya/190617023119","CKD-12","Микробраши (аппликаторы стоматологические)","","odnorazovaya_produkciya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/silikonovye_slepochnye_massy/170330110359","1401712","Коррегирующий материал CharmFlex Light-LV","DentKist","silikonovye_slepochnye_massy","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/silikonovye_slepochnye_massy/170425074008","1401713","Коррегирующий материал CharmFlex light XLV","DentKist","silikonovye_slepochnye_massy","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/silikonovye_slepochnye_massy/170425074807","1401752","Масса слепочная А-силикон CharmFlex Putty","DentKist","silikonovye_slepochnye_massy","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/silikonovye_slepochnye_massy/170425075113","1401753","Масса слепочная А-силикон CharmFlex Putty Soft","DentKist","silikonovye_slepochnye_massy","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_himicheskogo_otverzhdeniya/190618121258","CKT-1234","Пломбировочный материал CharmFil Flow","DentKist","plombirovochnye_materialy_himicheskogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_himicheskogo_otverzhdeniya/181113114331","CKB-204","Therafil-21","LaTus","plombirovochnye_materialy_himicheskogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_himicheskogo_otverzhdeniya/190614022912","1400025","Therafil-31","LaTus","plombirovochnye_materialy_himicheskogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/sredstva_dlya_uhoda_za_oborudovaniem/180724034123","СКТ-184","Порошок для чистки дистиллятора от накипи","","sredstva_dlya_uhoda_za_oborudovaniem","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/sredstva_dlya_uhoda_i_obrabotki_dezinficiruyuschie_sredstva/190619011845","CKT-1256","Спрей-масло для наконечников","","sredstva_dlya_uhoda_i_obrabotki_dezinficiruyuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210921122043","1401589","Универсальный светоотверждаемый рентгеноконтрастный микрогибридный нанокомпозит CharmFil Plus A2","DentKist","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/190618025448","1401792","Материал стоматологический светоотверждаемый жидкотекучий временный Quicks Flow Blue","DentKist","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210921115959","1401588","Универсальный светоотверждаемый рентгеноконтрастный микрогибридный нанокомпозит CharmFil Plus A1","DentKist","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210921122613","1401591","Универсальный светоотверждаемый рентгеноконтрастный микрогибридный нанокомпозит CharmFil Plus UO","DentKist","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210921122349","1401590","Универсальный светоотверждаемый рентгеноконтрастный микрогибридный нанокомпозит CharmFil Plus A3","DentKist","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/181113103902","1401592","Набор универсальных светоотверждаемых рентгеноконтрастных нанокомпозитов CharmFil Plus Kit","DentKist","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/181113104340","1400016","Материал композиционный пломбировочный светоотверждаемый текучий Latelux flow A1","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210611042418","1400017","Материал композиционный пломбировочный светоотверждаемый текучий Latelux flow A2","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210610033658","1400019","Материал композиционный пломбировочный светоотверждаемый Latelux A1","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210610040558","1400020","Материал композиционный пломбировочный светоотверждаемый Latelux A2","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210610041939","1401391","Материал композиционный пломбировочный светоотверждаемый Latelux B1","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210610042203","1401392","Материал композиционный пломбировочный светоотверждаемый Latelux B2","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210611042627","1400018","Материал композиционный пломбировочный светоотверждаемый текучий Latelux flow A3","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210610041631","1401393","Материал композиционный пломбировочный светоотверждаемый Latelux OA2","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/210610041115","1400021","Материал композиционный пломбировочный светоотверждаемый Latelux A3","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/plombirovochnye_materialy_svetovogo_otverzhdeniya/190614024311","1400024","LATELUX cистемный набор","LaTus","plombirovochnye_materialy_svetovogo_otverzhdeniya","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/bondingovye_adgezivnye_sistemy_i_protravochnye_geli/170216010321","1400029","Протравочный гель CharmEtch-35 HV","DentKist","bondingovye_adgezivnye_sistemy_i_protravochnye_geli","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/bondingovye_adgezivnye_sistemy_i_protravochnye_geli/180629115806","1401750","Адгезив светового отверждения CharmBond","DentKist","bondingovye_adgezivnye_sistemy_i_protravochnye_geli","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/bondingovye_adgezivnye_sistemy_i_protravochnye_geli/210611043258","1401394","Адгезив светового отверждения Latebond-LC","LaTus","bondingovye_adgezivnye_sistemy_i_protravochnye_geli","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626124217","CKS-1","Нить ретракционная №3","","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/180703033631","СКТ-5","Нить ретракционная","Hummer - Pak","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/180709014002","СКТ-6","Инструмент для закладывания ретракционных нитей","","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626010456","CKS-2","Нить ретракционная №1","","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626011026","CKS-3","Нить ретракционная №0","","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626011328","CKS-4","Нить ретракционная №2","","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626012824","CKS-5","Нить ретракционная Retricks-Эпи","","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626014411","CKS-6","Альванес порошок 7г","ВладМиВа","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626014811","CKS-7","Альванес паста 20 г","ВладМиВа","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626020133","CKS-8","Альванес, гемостатическая губка с хлоргексидином и метронидазолом","ВладМиВа","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626020738","CKS-9","Альванес губка с линкомицином","ВладМиВа","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/krovoostanavlivayuschie_sredstva/190626021830","CKS-10","Альванес губка с йодоформом","ВладМиВа","krovoostanavlivayuschie_sredstva","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/cementy/170220052008","CKT","Цемион-Ф","ВладМиВа","cementy","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/cementy/180724041447","СКТ-131","Цемент стеклоиономерный","","cementy","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/anesteziruyuschie_sredstva_i_igly/181113044626","1400090","Артикаин с адреналином","ЗАО Бинергия","anesteziruyuschie_sredstva_i_igly","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/anesteziruyuschie_sredstva_i_igly/181113044739","1400091","Артикаин с адреналином форте","ЗАО Бинергия","anesteziruyuschie_sredstva_i_igly","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/anesteziruyuschie_sredstva_i_igly/181113045342","CKB-217","Шприц карпульный","","anesteziruyuschie_sredstva_i_igly","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112021820","CKB-187","Гладилка серповидная","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112022157","CKB-188","Гладилка шаровидная","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112023452","CKB-183","Экскаватор","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112024216","CKB-190","Зеркало без ручки","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112024624","CKB-191","Пинцет стоматологический","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112031252","CKB-192","Зажим изогнутый (москит)","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112031547","CKB-193","Зажим прямой (москит)","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112032338","CKB-194","Чашки Петри","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112033259","CKB-195","Эндокольцо","IMD","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112040633","CKB-199","Штопфер-гладилка","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/181112041812","CKB-200","Зонд терапевтический","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
"stomir","ТОО СТОМир","https://stomir.kz/catalog/terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary/190627010347","CKS-21","Гладилка дистальная- штопфер","","terapevticheskie_stomatologicheskie_instrumenty_i_aksessuary","piece","KZT","","","false","Публичная карточка каталога СТОМир; цена и наличие требуют подтверждения поставщиком."
