localId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variants,variantCount,categoryPath,description,imageUrls,imageCount,registrationDocument,kzEvidence,status,reviewReasons,sourcePageUrl
806-315-697-534-018,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.315.697.000.018,00000045201,00000045201,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.697.534.018,https://www.vladmiva.ru/upload/iblock/09d/m7kamyi7ky7xys7gmyprhzj9bhhyouov.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-697-534-018/
806-315-697-534-021,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.315.697.000.021,00000045292,00000045292,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная/ВладМиВа/806.315.697.534.021,https://www.vladmiva.ru/upload/iblock/7af/szvdfu9inht1ufezwat0mhqs1mlgrxvf.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-697-534-021/
806-316-001-534-010,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.316.001.000.010,00000022330,00000022330,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.534.010,https://www.vladmiva.ru/upload/iblock/14c/yb934kbwc1r1m0uxvxzkvndvwpbn7zhm.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-534-010/
806-316-001-534-012,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.316.001.000.012,00000010802,00000010802,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.534.012,https://www.vladmiva.ru/upload/iblock/0ad/65rqyqdcsqv0kfrtk2ei7as89hmz9i5j.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-534-012/
806-316-001-534-014,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.316.001.000.014,00000018889,00000018889,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.534.014,https://www.vladmiva.ru/upload/iblock/c39/6c3ykfhzovvyskeufy626b9kepp4i9pc.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-534-014/
806-316-001-534-016,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.316.001.000.016,00000018800,00000018800,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.534.016,https://www.vladmiva.ru/upload/iblock/552/lc31d1958qgdrgg990xqxllboy5sx2xb.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-534-016/
806-316-001-534-018,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.316.001.000.018,00000018802,00000018802,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.534.018,https://www.vladmiva.ru/upload/iblock/1f2/v4b2pg3fg9zgxh0l8ljhkbdqz4mfcoi2.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-534-018/
806-316-001-534-021,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.316.001.000.021,00000022958,00000022958,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.534.021,https://www.vladmiva.ru/upload/iblock/e55/uiqmm3v4ri9dlisv9ur871mj4br3m1zq.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-534-021/
806-316-001-534-023,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.316.001.000.023,00000023923,00000023923,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.534.023,https://www.vladmiva.ru/upload/iblock/b41/8wtkoh25flde8qiow2slodlmdeb2aynj.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-534-023/
806-316-001-534-025,ВладМиВа,АО «ОЭЗ «ВладМиВа»,876.316.001.000.025,00000036067,00000036067,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.534.025,https://www.vladmiva.ru/upload/iblock/fa2/yv3tyamdw269xzbj3d5p3or4uc7ox1uk.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-534-025/
806-314-001-544-014,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.001.000.014,00000020010,00000020010,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.001.544.014,https://www.vladmiva.ru/upload/iblock/82c/lor5j7y4apzfbglax12cyv4jgg2pr8z2.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-001-544-014/
806-314-001-544-016,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.001.000.016,00000015162,00000015162,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.001.544.016,https://www.vladmiva.ru/upload/iblock/a3f/qsx4eu7idl86pc1xfq3zk3alzy6lolq5.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-001-544-016/
806-314-001-544-018,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.001.000.018,00000017912,00000017912,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.001.544.018,https://www.vladmiva.ru/upload/iblock/3c6/qrzf27vfsa4xol8p51x6y9uy3kma0vsn.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-001-544-018/
806-314-001-544-021,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.001.000.021,00000015163,00000015163,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.001.544.021,https://www.vladmiva.ru/upload/iblock/c0f/003v1zuyfmep2ef86ygms80nk5uhoc5q.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-001-544-021/
806-314-001-544-023,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.001.000.023,00000018013,00000018013,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.001.544.023,https://www.vladmiva.ru/upload/iblock/bde/5jx2igqbek7hhtggcq4i2apddew78ty8.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-001-544-023/
806-314-001-544-025,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.001.000.025,00000017907,00000017907,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.001.544.025,https://www.vladmiva.ru/upload/iblock/70e/l8bhxg16ec4h8tqla02p74isg72c8wni.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-001-544-025/
806-314-001-544-027,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.001.000.027,00000018014,00000018014,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.001.544.027,https://www.vladmiva.ru/upload/iblock/f58/q6x9b47jq9y2p1kbnkoxvy5f4lmh69aj.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-001-544-027/
806-314-001-544-029,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.001.000.029,00000012519,00000012519,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.001.544.029,https://www.vladmiva.ru/upload/iblock/425/qhlhxooia3xy6b4wnp9cymff2copan2z.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-001-544-029/
806-314-002-544-021,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.002.040.021,00000070357,00000070357,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.002.544.021,https://www.vladmiva.ru/upload/iblock/54a/eljkhcl9z5cv2xtk3lp1kto2ciwma2be.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-002-544-021/
806-314-697-544-014,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.697.000.014,00000021155,00000021155,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.697.544.014,https://www.vladmiva.ru/upload/iblock/c76/ah4mpz1vxwnyfs5cfeg5pyjyfztw30vr.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-697-544-014/
806-314-697-544-016,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.697.000.016,00000018010,00000018010,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.697.544.016,https://www.vladmiva.ru/upload/iblock/591/55msim6hwui0p6dkmgxa96mpl87ni6yx.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-697-544-016/
806-314-697-544-018,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.697.000.018,00000015165,00000015165,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.697.544.018,https://www.vladmiva.ru/upload/iblock/708/qn3d2a5jiz5flyotj0enwymm9dio400g.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-697-544-018/
806-314-697-544-021,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.314.697.000.021,00000012686,00000012686,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.314.697.544.021,https://www.vladmiva.ru/upload/iblock/587/fef814tb5px8wdnv43s4cc0qsvvjfsyx.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-314-697-544-021/
806-315-001-544-014,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.001.000.014,00000019800,00000019800,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.001.544.014,https://www.vladmiva.ru/upload/iblock/82c/lor5j7y4apzfbglax12cyv4jgg2pr8z2.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-001-544-014/
806-315-001-544-016,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.001.000.016,00000019806,00000019806,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.001.544.016,https://www.vladmiva.ru/upload/iblock/a3f/qsx4eu7idl86pc1xfq3zk3alzy6lolq5.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-001-544-016/
806-315-001-544-018,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.001.000.018,00000018027,00000018027,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.001.544.018,https://www.vladmiva.ru/upload/iblock/3c6/qrzf27vfsa4xol8p51x6y9uy3kma0vsn.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-001-544-018/
806-315-001-544-021,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.001.000.021,00000010462,00000010462,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.001.544.021,https://www.vladmiva.ru/upload/iblock/c0f/003v1zuyfmep2ef86ygms80nk5uhoc5q.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-001-544-021/
806-315-001-544-023,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.001.000.023,00000012942,00000012942,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.001.544.023,https://www.vladmiva.ru/upload/iblock/bde/5jx2igqbek7hhtggcq4i2apddew78ty8.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-001-544-023/
806-315-001-544-025,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.001.000.025,00000013016,00000013016,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.001.544.025,https://www.vladmiva.ru/upload/iblock/70e/l8bhxg16ec4h8tqla02p74isg72c8wni.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-001-544-025/
806-315-001-544-027,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.001.000.027,00000022311,00000022311,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.001.544.027,https://www.vladmiva.ru/upload/iblock/f58/q6x9b47jq9y2p1kbnkoxvy5f4lmh69aj.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-001-544-027/
806-315-001-544-029,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.001.000.029,00000012940,00000012940,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.001.544.029,https://www.vladmiva.ru/upload/iblock/425/qhlhxooia3xy6b4wnp9cymff2copan2z.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-001-544-029/
806-315-001-544-031,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.001.000.031,00000022924,00000022924,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.001.544.031,https://www.vladmiva.ru/upload/iblock/022/rjbgxr5255buavp4d9zbgk1x6evlibpt.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-001-544-031/
806-315-002-544-014,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.002.030.014,00000035757,00000035757,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.002.544.014,https://www.vladmiva.ru/upload/iblock/30c/gbz7kh9lnptvvn33t6dpxvhar8w45shv.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-002-544-014/
806-315-002-544-016,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.002.030.016,00000036076,00000036076,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.002.544.016,https://www.vladmiva.ru/upload/iblock/616/wg0u4m3zctvdhie859v3k5xl1h2oo8ay.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-002-544-016/
806-315-002-544-018,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.002.035.018,00000035753,00000035753,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.002.544.018,https://www.vladmiva.ru/upload/iblock/4f9/5xfdt75fdx522drsdx5rgdn03jrc4jp9.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-002-544-018/
806-315-002-544-021,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.002.040.021,00000038856,00000038856,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.002.544.021,https://www.vladmiva.ru/upload/iblock/40e/169ky05lxb3u4hajomlvr1m3f61c0jqj.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-002-544-021/
806-315-697-544-014,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.697.000.014,00000045304,00000045304,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.697.544.014,https://www.vladmiva.ru/upload/iblock/c76/ah4mpz1vxwnyfs5cfeg5pyjyfztw30vr.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-697-544-014/
806-315-697-544-016,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.697.000.016,00000046069,00000046069,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.697.544.016,https://www.vladmiva.ru/upload/iblock/9c3/7pbhujhan36xt2h7u68hrh3h8jv2h355.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-697-544-016/
806-315-697-544-018,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.315.697.000.018,00-00068000,00-00068000,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.315.697.544.018,https://www.vladmiva.ru/upload/iblock/54a/eljkhcl9z5cv2xtk3lp1kto2ciwma2be.png,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-315-697-544-018/
806-316-001-544-014,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.316.001.000.014,00000022406,00000022406,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.544.014,https://www.vladmiva.ru/upload/iblock/82c/lor5j7y4apzfbglax12cyv4jgg2pr8z2.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-544-014/
806-316-001-544-016,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.316.001.000.016,00000012864,00000012864,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.544.016,https://www.vladmiva.ru/upload/iblock/a3f/qsx4eu7idl86pc1xfq3zk3alzy6lolq5.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-544-016/
806-316-001-544-018,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.316.001.000.018,00000022384,00000022384,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.544.018,https://www.vladmiva.ru/upload/iblock/3c6/qrzf27vfsa4xol8p51x6y9uy3kma0vsn.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-544-018/
806-316-001-544-021,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.316.001.000.021,00000021350,00000021350,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.544.021,https://www.vladmiva.ru/upload/iblock/c0f/003v1zuyfmep2ef86ygms80nk5uhoc5q.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-544-021/
806-316-001-544-023,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.316.001.000.023,00000023068,00000023068,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.544.023,https://www.vladmiva.ru/upload/iblock/bde/5jx2igqbek7hhtggcq4i2apddew78ty8.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-544-023/
806-316-001-544-025,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.316.001.000.025,00000024102,00000024102,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.544.025,https://www.vladmiva.ru/upload/iblock/70e/l8bhxg16ec4h8tqla02p74isg72c8wni.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-544-025/
806-316-001-544-027,ВладМиВа,АО «ОЭЗ «ВладМиВа»,886.316.001.000.027,00000036244,00000036244,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Сферические Трубинные,Головка алмазная /ВладМиВа/ 806.316.001.544.027,https://www.vladmiva.ru/upload/iblock/f58/q6x9b47jq9y2p1kbnkoxvy5f4lmh69aj.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/sfericheskie-trubinnye/806-316-001-544-027/
806-314-109-504-009,ВладМиВа,АО «ОЭЗ «ВладМиВа»,836.314.107.040.009,00000009049,00000009049,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Цилиндрические Трубинные,,https://www.vladmiva.ru/upload/iblock/352/4lqmlpjz15imzptg8r9eqs0gt44g0929.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/tsilindricheskie-trubinnye/806-314-109-504-009/
806-314-109-504-010,ВладМиВа,АО «ОЭЗ «ВладМиВа»,836.314.107.040.010,00000012274,00000012274,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Цилиндрические Трубинные,,https://www.vladmiva.ru/upload/iblock/4ce/2w7o2b4a3cvbt0740q6pa9aola0zyze1.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/tsilindricheskie-trubinnye/806-314-109-504-010/
806-314-109-504-012,ВладМиВа,АО «ОЭЗ «ВладМиВа»,836.314.107.040.012,00000009013,00000009013,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Цилиндрические Трубинные,,https://www.vladmiva.ru/upload/iblock/551/6mmsutuaiild9tr8kzbrts3ttabw5gul.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/tsilindricheskie-trubinnye/806-314-109-504-012/
806-314-109-504-014,ВладМиВа,АО «ОЭЗ «ВладМиВа»,836.314.107.040.014,00000034626,00000034626,,1,Стоматология > Стоматологические алмазные инструменты > Трубинные > Цилиндрические Трубинные,,https://www.vladmiva.ru/upload/iblock/2ff/5k8t00bz7mswx9i4dger1d4lraa2ttsq.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/tsilindricheskie-trubinnye/806-314-109-504-014/
