brand,canonicalProductName,manufacturerRef,kzStatus,evidenceUrl,lastChecked,notes
Tokuyama Dental,Tokuyama Estelite Asteria,10931,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-156,2026-07-22,Локальный набор содержит те же семь оттенков A1B A2B A3B A3.5B A4B NE OcE
Tokuyama Dental,Tokuyama Estelite Asteria,10941,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10942,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10943,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10944,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10945,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10946,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10947,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10948,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10949,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10950,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10951,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Asteria,10952,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-157,2026-07-22,Локальная карточка шприца 4 г
Tokuyama Dental,Tokuyama Estelite Bulk Fill Flow,12703,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-158,2026-07-22,Локальная карточка явно указывает шприц 3 г оттенок A2
Tokuyama Dental,Tokuyama Estelite Posterior,12911,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-160,2026-07-22,Оттенок PA1 указан в локальной карточке
Tokuyama Dental,Tokuyama Estelite Posterior,12912,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-160,2026-07-22,Оттенок PA2 указан в локальной карточке
Tokuyama Dental,Tokuyama Estelite Posterior,12913,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-160,2026-07-22,Оттенок PA3 указан в локальной карточке
Tokuyama Dental,Tokuyama Estelite Posterior,12914,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/light-curing-restorative-materials/item-160,2026-07-22,Оттенок PCE указан в локальной карточке
Tokuyama Dental,Tokuyama Bond Force II,14903,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/adhesives-primers-acid-barriers-etchants/item-169,2026-07-22,Локальная карточка набора содержит флакон 5 мл
Tokuyama Dental,Tokuyama Shield Force Plus,15112,KZ_SKU_CONFIRMED,https://nordstom.kz/catalog/therapy/prevention-and-treatment/item-170,2026-07-22,Состав локального набора 3 мл совпадает с официальным набором Tokuyama ref. 15112
GC,GC everX Flow,10001488,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/everxflow,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC everX Flow,10001489,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/everxflow,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G2-BOND Universal,10006819,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/g2bonduniversal,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G2-BOND Universal,10006823,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/g2bonduniversal,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G2-BOND Universal,10006824,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/g2bonduniversal,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003703,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006910,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003704,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006911,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003705,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006896,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003706,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006897,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003707,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006898,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003708,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006899,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003709,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006900,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003710,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006901,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003711,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006902,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003712,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006903,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003713,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006904,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003714,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006905,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003715,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006906,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003716,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006907,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003717,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006908,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10003718,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC G-ænial Universal Injectable,10006909,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialuniversalinjectable,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC GRADIA PLUS,10003559,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gradiaplus,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC GRADIA PLUS,10003652,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gradiaplus,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC GRADIA PLUS,10003560,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gradiaplus,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC GRADIA PLUS,10003561,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gradiaplus,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC GRADIA PLUS,10003562,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gradiaplus,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC GRADIA PLUS,10003563,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gradiaplus,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC GRADIA PLUS,10006940,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gradiaplus,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC Initial IQ ONE SQIN,10006990,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initialiqonesqin,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC Initial IQ ONE SQIN,10006991,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initialiqonesqin,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC Initial LiSi Block,10007322,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальная официальная матрица GC подтверждают форму выпуска
GC,GC EQUIA Forte HT,453005,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/equiaforteht,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC EQUIA Forte HT,453010,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/equiaforteht,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC EQUIA Forte HT,453011,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/equiaforteht,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC EQUIA Forte HT,453012,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/equiaforteht,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC EQUIA Forte HT,453013,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/equiaforteht,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC EQUIA Forte HT,453014,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/equiaforteht,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC EQUIA Forte HT,453015,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/equiaforteht,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC EQUIA Forte HT,453016,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/equiaforteht,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC EQUIA Forte HT,453017,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/equiaforteht,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-ænial A'CHORD,952258,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialachord,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-ænial A'CHORD,952259,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialachord,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-ænial A'CHORD,952260,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialachord,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-ænial A'CHORD,952261,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialachord,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-ænial A'CHORD,952262,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialachord,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-ænial A'CHORD,952263,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialachord,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-ænial A'CHORD,952264,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialachord,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-ænial A'CHORD,952265,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialachord,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-ænial A'CHORD,952266,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gaenialachord,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-CEM ONE,10037117,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gcemone,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-CEM ONE,013670,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gcemone,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-CEM ONE,013671,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gcemone,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-CEM ONE,013672,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gcemone,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-CEM ONE,013673,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gcemone,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-CEM ONE,013674,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gcemone,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-CEM ONE,013675,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gcemone,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-CEM ONE,013676,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gcemone,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-Premio BOND,012696,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gpremiobond,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-Premio BOND,012691,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gpremiobond,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-Premio BOND,009276,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gpremiobond,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC G-Premio BOND,009552,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/gpremiobond,2026-07-22,Региональная страница KZ и официальный реестр GC подтверждают вариант
GC,GC Initial LiSi Block,10004844,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10004956,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10004957,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10037273,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10004886,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10004887,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10004958,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10004888,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10037274,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10004889,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Block,10037275,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisiblock,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003665,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10006955,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003666,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003667,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003668,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003669,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003670,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003671,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10006956,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003672,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003673,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
GC,GC Initial LiSi Press,10003674,KZ_SKU_CONFIRMED,https://www.gc.dental/europe/en-KZ/products/initiallisipress,2026-07-22,Региональная страница KZ и актуальный официальный каталог GC подтверждают вариант
