brand,manufacturer,canonicalProductName,manufacturerRef,sourceAliases,variantLabel,kzStatus,publishedCard,evidenceUrl,lastChecked,notes
LaTus,LaTus,Latelux Flow,1400018,Материал композиционный пломбировочный светоотверждаемый текучий Latelux flow A3-СТОМИР,Шприц · оттенок A3,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Classic,66000085,karizma klassik 4g a1,Шприц 4 г · оттенок A1,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Classic,66000086,karizma klassik 4g a2,Шприц 4 г · оттенок A2,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Classic,66000087,karizma klassik 4g a3,Шприц 4 г · оттенок A3,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Classic,66000088,karizma klassik 4g a3 5,Шприц 4 г · оттенок A3.5,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Classic,66000089,karizma klassik 4g a4,Шприц 4 г · оттенок A4,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Classic,66000090,karizma klassik 4g b1,Шприц 4 г · оттенок B1,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Classic,66000097,karizma klassik 4g oa2,Шприц 4 г · оттенок OA2,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Classic,66000098,karizma klassik 4g oa3,Шприц 4 г · оттенок OA3,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Classic,66000099,karizma klassik 4g oa3 5,Шприц 4 г · оттенок OA3.5,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067163,karizma topaz 4g a1,Шприц 4 г · оттенок A1,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067164,karizma topaz 4g a2,Шприц 4 г · оттенок A2,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067165,karizma topaz 4g a3,Шприц 4 г · оттенок A3,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067166,karizma topaz 4g a3 5,Шприц 4 г · оттенок A3.5,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067168,karizma topaz 4g b1 | Каризма Topaz 4г B1,Шприц 4 г · оттенок B1,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067169,karizma topaz 4g b2 | Каризма Topaz 4г B2,Шприц 4 г · оттенок B2,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067177,karizma topaz 4g bl,Шприц 4 г · оттенок BL,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067175,karizma topaz 4g cl | Каризма Topaz 4г CL,Шприц 4 г · оттенок CL,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067176,karizma topaz 4g co | Каризма Topaz 4г CO,Шприц 4 г · оттенок CO,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067178,karizma topaz 4g ob,Шприц 4 г · оттенок OB,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067174,karizma topaz 4g od,Шприц 4 г · оттенок OD,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067172,karizma topaz 4g ol,Шприц 4 г · оттенок OL,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kulzer,Kulzer GmbH,Kulzer Charisma Topaz,66067173,karizma topaz 4g om | Каризма Topaz 4г OM,Шприц 4 г · оттенок OM,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
VOCO,VOCO GmbH,VOCO Admira,2421,admira 4 0 g a1,Шприц 4 г · оттенок A1,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
VOCO,VOCO GmbH,VOCO Admira,2422,admira 4 0 g a2,Шприц 4 г · оттенок A2,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
VOCO,VOCO GmbH,VOCO Admira,2423,admira 4 0 g a3,Шприц 4 г · оттенок A3,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
VOCO,VOCO GmbH,VOCO Admira,2426,admira 4 0 g b2,Шприц 4 г · оттенок B2,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
VOCO,VOCO GmbH,VOCO Admira,2430,admira 4 0 g oa2,Шприц 4 г · оттенок OA2,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
VOCO,VOCO GmbH,VOCO Structur 2 SC,1479,struktur 2 sc 75 g a1 | struktur 2 sc 75g a1 | Структур 2 SC 75 г A1 | Структур 2 SC 75г А1,Картридж 75 г · оттенок A1,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
VOCO,VOCO GmbH,VOCO Structur 2 SC,1480,struktur 2 sc 75g a2 | Структур 2 SC 75 г A2,Картридж 75 г · оттенок A2,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
VOCO,VOCO GmbH,VOCO Structur 2 SC,1481,struktur 2 sc 75 g a3 | Структур 2 SC 75 г A3 | Структур 2 SC 75 г А3,Картридж 75 г · оттенок A3,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
VOCO,VOCO GmbH,VOCO Structur 2 SC,1485,struktur 2 sc 75 g bl,Картридж 75 г · оттенок BL,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Ultradent,"Ultradent Products, Inc.",Peak Universal Bond,4551,Peak Universal Bond Starter Kit,"Стартовый набор · Peak 1,2 мл + Ultra-Etch 1,2 мл",KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Ultradent,"Ultradent Products, Inc.",VALO X,5973,VALO X curing light kit,Комплект VALO X · 5 линз · проводной и беспроводной режим,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Assistina One,30398001,Assistina One MB301 with Quick ISO,Quick ISO · комплект с одним адаптером,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Assistina One,30398002,Assistina One MB301 with Quick RM,Quick RM · комплект с одним адаптером,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Assistina One,30398003,Assistina One MB301 with Quick RM and Quick ISO,Quick RM + Quick ISO · комплект с двумя адаптерами,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Lara XL,19933110,Lara XL RIS-311,Камера 28 л · RIS-311,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Lisa Mini,19944100,Lisa Mini RIS-303 220 V,Камера 3 л · 220 В,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Lisa Mini,19945100,Lisa Mini RIS-305 220 V,Камера 5 л · 220 В,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Implantmed Plus II,SI-2102,Implantmed Plus II Scan-Edition,Scan-Edition · беспроводная педаль,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Implantmed Plus II,SI-2101,Implantmed Plus II wireless,Беспроводная педаль,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Implantmed Plus II,SI-2100,Implantmed Plus II wired,Проводная педаль,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
W&H,W&H Dentalwerk Bürmoos GmbH,W&H Piezomed,30078000,Piezomed,Основной комплект Piezomed,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL Universal Bond Quick 2,4042-EU,CLEARFIL Universal Bond Quick 2 Bottle Refill,Флакон 5 мл,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL Universal Bond Quick 2,4044-EU,CLEARFIL Universal Bond Quick 2 Bottle Value Pack,Набор · 3 флакона по 5 мл,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL Universal Bond Quick 2,4046-EU,CLEARFIL Universal Bond Quick 2 Unit Dose Standard Pack,Одноразовые дозы · 50 шт.,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL SE BOND 2,3270-EU,CLEARFIL SE BOND 2 Kit,Набор · бонд 5 мл + праймер 6 мл,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL SE BOND 2,3272-EU,CLEARFIL SE BOND 2 Value Pack,Большой набор · 3 бонда по 5 мл + 3 праймера по 6 мл,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL SE BOND 2,328C-EU-1,CLEARFIL SE BOND 2 Unit Dose,Одноразовые дозы · 50 бондов + 50 праймеров,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL SE BOND 2,3281-EU,CLEARFIL SE BOND 2 Bond,Бонд · флакон 5 мл,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL SE BOND 2,3282-EU,CLEARFIL SE BOND 2 Primer,Праймер · флакон 6 мл,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,PANAVIA V5,3600-EU,PANAVIA V5 Professional Kit,Профессиональный набор · 5 оттенков,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,PANAVIA V5,3601-EU-1,PANAVIA V5 Standard Kit,Стандартный набор · Universal A2 + Clear,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,PANAVIA V5,3604-EU-2,PANAVIA V5 Introductory Kit,Начальный набор · Universal A2 + Clear,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,PANAVIA SA Cement Universal,4200-EU-02,PANAVIA SA Cement Universal Automix Single Pack,"Automix · 4,6 мл · один шприц",KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,PANAVIA SA Cement Universal,4202-EU-C,PANAVIA SA Cement Universal Handmix Single Pack,Handmix · 5 мл · один шприц,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,PANAVIA SA Cement Universal,4210-EU-1,PANAVIA SA Cement Universal Automix Value Pack,Automix · набор из 3 шприцев,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,PANAVIA SA Cement Universal,4206-EU,PANAVIA SA Cement Universal Handmix Value Pack,Handmix · набор из 2 шприцев,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL MAJESTY ES-2 Universal,3181-EU,CLEARFIL MAJESTY ES-2 Universal Syringe U,Шприц 2 мл · оттенок U,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL MAJESTY ES-2 Universal,3182-EU,CLEARFIL MAJESTY ES-2 Universal Syringe UW,Шприц 2 мл · оттенок UW,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL MAJESTY ES-2 Universal,3183-EU,CLEARFIL MAJESTY ES-2 Universal Syringe UL,Шприц 2 мл · оттенок UL,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL MAJESTY ES-2 Universal,3184-EU,CLEARFIL MAJESTY ES-2 Universal Syringe UD,Шприц 2 мл · оттенок UD,KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL MAJESTY ES-2 Universal,3191-EU,CLEARFIL MAJESTY ES-2 Universal PLT U,"Капсулы 20 шт. по 0,25 г · оттенок U",KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL MAJESTY ES-2 Universal,3192-EU,CLEARFIL MAJESTY ES-2 Universal PLT UW,"Капсулы 20 шт. по 0,25 г · оттенок UW",KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL MAJESTY ES-2 Universal,3193-EU,CLEARFIL MAJESTY ES-2 Universal PLT UL,"Капсулы 20 шт. по 0,25 г · оттенок UL",KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
Kuraray Noritake,Kuraray Noritake Dental Inc.,CLEARFIL MAJESTY ES-2 Universal,3194-EU,CLEARFIL MAJESTY ES-2 Universal PLT UD,"Капсулы 20 шт. по 0,25 г · оттенок UD",KZ_CONFIRMATION_REQUIRED,YES,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",All-Bond Universal,B-7202P,All-Bond Universal Bottle Package,Флакон 6 мл,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",TheraCal LC,H-3301P,TheraCal LC Single Syringe Pack,Один шприц 1 г,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",TheraCal LC,H-33014P,TheraCal LC 4 Syringe Pack,Набор · 4 шприца по 1 г,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",TheraBase Ca,D-3502PS,TheraBase Ca 1g,Шприц 1 г,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",TheraBase Ca,D-35010P,TheraBase Ca 8g,Двойной шприц 8 г,KZ_CONFIRMATION_REQUIRED,NO,,,Official reference retained; Kazakhstan availability has not been confirmed
BISCO,"BISCO, Inc.",Duo-Link Universal,A-19030P,Duo-Link Universal Universal Shade,Двойной шприц 8 г · оттенок Universal,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog uses the shorter DUO-LINK family name
BISCO,"BISCO, Inc.",Duo-Link Universal,A-197MWP,Duo-Link Universal Milky White Shade,Двойной шприц 8 г · оттенок Milky White,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Local catalog uses the shorter DUO-LINK family name
BISCO,"BISCO, Inc.",BisCem,D-45011P,BisCem Translucent,Двойной шприц 8 г · оттенок Translucent,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",BisCem,D-45012P,BisCem Opaque,Двойной шприц 8 г · оттенок Opaque,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-671A1F,Aeliteflo Syringe A1,Шприц · оттенок A1,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-671A2F,Aeliteflo Syringe A2,Шприц · оттенок A2,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-671A2OF,Aeliteflo Syringe A2 Opaque,Шприц · оттенок A2 Opaque,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-671A3F,Aeliteflo Syringe A3,Шприц · оттенок A3,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-671A35F,Aeliteflo Syringe A3.5,Шприц · оттенок A3.5,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-671A5F,Aeliteflo Syringe A5,Шприц · оттенок A5,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-672B1F,Aeliteflo Syringe B1,Шприц · оттенок B1,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-673C2F,Aeliteflo Syringe C2,Шприц · оттенок C2,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-673C3F,Aeliteflo Syringe C3,Шприц · оттенок C3,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-674D3F,Aeliteflo Syringe D3,Шприц · оттенок D3,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-675OWF,Aeliteflo Syringe Opaque White,Шприц · оттенок Opaque White,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
BISCO,"BISCO, Inc.",Aeliteflo,H-675TIF,Aeliteflo Syringe Translucent Incisal,Шприц · оттенок Translucent / Incisal,KZ_FAMILY_CONFIRMED_VARIANT_REVIEW_REQUIRED,YES,https://www.denco.kz/index.php?option=com_virtuemart&Itemid=17&category_id=&page=shop.browse&manufacturer_id=3&limit=50&limitstart=0,2026-07-22,Listed by the Kazakhstan exclusive representative
